Family,Species,Author,Info,Occurrence,Common names,Abundance,Max length,Maturity,Remark,Photo
Lethrinidae,Lethrinus nebulosus,"(Forsskål, 1775)","Br, M, Fi, Rstr, Lf, Sp",native ,"Spangled emperor (English), Green snapper (English), Morwong (English), North-west snapper (English), Norwest snapper (English), Sand bream (English), Sand snapper (English), Sixteen-pounders (English), Tricky snapper (English), Yellow sweetlip (English), Spangled emperor (English) ",common (usually seen) ,87.00 cm TL male/unsexed ,28 SL ,"Spangled emperors are distributed between Rottnest Island (near Perth) and northern New South Wales (Ref. 6390), including the Torres Strait Islands (Ref. 13465). Spangled emperors appear to be more common in outer coastal waters to the west and east of Australia than they are in the north (Ref. 6390). Recorded from Shark Bay (Ref. 115274). Stock structure: The taxonomic position of blue-spotted (L. choerorynchus), spangled and blue-lined (L. frenatus) emperors has been confused, with reviews (Ref. 2295, 2334) suggesting they are misidentifications for the 1 species. However, surveys and continuing studies consistently reveal morphological and ecological differences between them, and recent electrophoretic study (Ref. 28017) in Western Australia has confirmed that the 3 taxa are reproductively isolated species. Western Australian populations of blue-spotted emperors and spangled emperors have been shown to be single stocks, yet the relationship of these populations and blue-spotted and spangled emperors from other States is unknown. Commercial fishery: Emperors in general are caught by handlines, rod-and-line, traps and demersal otter trawling - mainly stern trawling but also semi-pelagic trawling in the Northern Territory. Emperors are trawled off northwestern and northern Australia. From 1970 (Ref. 28206, 28207) until 1991, Taiwanese and later Thai and Chinese fleets operated pair trawlers and stern trawlers on the North West Shelf and northern Australia. Emperors and butterfly bream (Nemipteridae) dominated catches on the North West Shelf for the 10 years from 1980 (Ref. 27275), peaking at a retained catch of 2200 t of emperor in 1982. Emperors were far less abundant in retained catches in the Timor and Arafura seas for the same period. The trawlers worked in depths between 30 m and 120 m, and concentrated on waters between 115° and 120°E (Ref. 28206). Domestic fishing interest in trawling in northern Australia commenced in 1985 and increased after 1988 (Ref. 28207). It is focused on grounds on the North West Shelf, the Arafura Sea and in the northern region of the Gulf of Carpentaria (Ref. 28207), and has a large seasonal component caused by prawn trawlers converted to fish trawling during the closed seasons of the Northern Prawn Fishery (Ref. 28207, 27275). Spangled emperors are taken by domestic trawlers near Barrow Island and Glomar Shoal, Western Australia. Trap fishing began on the North West Shelf in 1984 (Ref. 28206, 27266). Fishing is carried out on hard-bottom areas to the west or inshore from main areas worked in the past by Taiwanese pair trawlers. It first concentrated on the Monte Bello-Barrow Island area mainly near the coastal towns of Onslow, Port Hedland and Point Samson (Ref. 27266, 28209). The main area for trapping is now north of Broome. Fish traps used in Western Australia are mostly circular ('O' traps) and are baited usually with pilchards (Sardinops neopilchardus). Spangled emperors are targeted by handline fishers on the west coast. A small quantity of emperors are also taken by dropline. Spangled emperors are the most abundant emperor caught in the North West Shelf Trap and Line Fishery, followed next in abundance by red-throat emperors, L. miniatus (Ref. 27266). In the shallow water (10-50 m) fishery in the Northern Territory, spangled emperors comprise up to 50% of the catch. Spangled and red-throat emperors are the only emperors of significance on the Great Barrier Reef although red-spot emperors are caught in fish traps on the outer slopes of mid-shelf reefs (Ref. 27260). Bottom fishing in Great Barrier Reef shallow lagoons at night catches mainly spangled emperors. Most fish from the North West Shelf fishery are sent to Perth as whole, chilled fish. Some are gutted and brined before freezing. Recreational fishery: Anglers also target spangled emperors to a lesser extent than red-throat emperors, both in Western Australia and Queensland. Emperors are caught with either fresh baits or whole or cut fish, crabs, prawns and squid, and tackle ranges from handlines to casting rigs. The largest emperor recorded by the Australian Anglers Association was 9.6 kg. from Queensland. Spangled emperors are the largest component of recreational angling in the Ningaloo Marine Park, Western Australia. The recreational fishery in that State extends from the Houtman Abrolhos to Dampier Archipelago. Resource status: Emperors comprised 47% of demersal fish in retained catches taken by Russian survey vessels on the North West Shelf between 1962 and 1973. Emperors and sea perch (Lutjanidae) comprised 40-60% by weight in 1962 but the amount dropped to about 10% in 1983 (Ref. 28206) (the emperor component of the total catch fell from 27.9% in 1967 to 5.4% in 1983 (Ref. 28006). This reduction in yield can partly be attributed to the removal of large epibenthos from the sea floor by the action of trawlers and to over-fishing these groups in the mixed species trawl fishery (Ref. 28206, 28207). The size composition also changed, with emperors (probably blue-spotted emperors) larger than 0.6 kg disappearing from the catch after 8 months of fishing (Ref. 28006). By 1986, the catch per unit of effort for emperors had declined by 65% from a peak in 1973. Whereas the abundance of emperors has continued to decline in trawled areas, the catch rate has increased since 1986 due to concentration of fishing effort on emperors by Taiwanese fleets (Ref. 28207). As of 1993, there have been no studies on the resource status of emperors on the Great Barrier Reef and inshore areas of northern Australia. Similarly, there is no information on the resource status of emperors in Western Australian fisheries. Also Ref. 2334, 13465. ",+ 
Lethrinidae,Lethrinus obsoletus,"(Forsskål, 1775)",M,native ,"Orangestriped emperor (English), Orange-striped emperor (English) ",,60.00 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2295, 48635. ",+ 
Lethrinidae,Lethrinus olivaceus,"Valenciennes, 1830",M,native ,"Longnose emperor (English), Long-nosed emperor (English), Longface emperor (English), Longnose emperor (English) ",,100.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2295. ,+ 
Lethrinidae,Lethrinus ornatus,"Valenciennes, 1830","M, Fi",native ,"Ornate emperor (English), Yellow-striped emperor (English) ",,45.00 cm TL male/unsexed ,,"Known from Northern Territory and Queensland (Ref. 75154). Also Ref. 2295, 13465. ",+ 
Lethrinidae,Lethrinus ravus,"Carpenter & Randall, 2003",M,native ,Drab emperor (English) ,,25.00 cm SL male/unsexed ,,Occurs in northeastern Australia and northwestern Australia (Ref. 50562). ,+ 
Lethrinidae,Lethrinus rubrioperculatus,"Sato, 1978",M,native ,"Spotcheek emperor (English), Red-eared emperor (English), Red-ears (English), Red-edged emperor (English), Scarlet-cheek emperor (English), Emperor (English) ",,57.00 cm FL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: WAMRL Leth Bali 10/83, from North West Cape to Darwin (Ref. 5978). Also Ref. 2295. ",+ 
Lethrinidae,Lethrinus semicinctus,"Valenciennes, 1830","M, Fi",native ,"Blackblotch emperor (English), Black-spot emperor (English), Finger-print emperor (English) ",,35.00 cm TL male/unsexed ,,"Museum: CSIRO CA948, from North West Cape to Darwin (Ref. 5978). Also Ref. 2295. ",+ 
Lethrinidae,Lethrinus variegatus,"Valenciennes, 1830","M, Fi",native ,"Variegated emperor (English), Slender emperor (English) ",,20.00 cm TL male/unsexed ,,"Occurs in southern to northwestern Australia and Queensland (Ref. 37816). Recorded from Shark Bay (Ref. 115274).Museum: CSIRO CA968, from North West Cape to Darwin (Ref. 5978). Also Ref. 2295, 2334. ",+ 
Lethrinidae,Lethrinus xanthochilus,"Klunzinger, 1870",M,native ,"Yellowlip emperor (English), Red-spot emperor (English) ",,70.00 cm FL male/unsexed ,,Known from Western Australia (Ref. 49596). Also Ref. 2334. ,+ 
Platycephalidae,Leviprora inops,"(Jenyns, 1840)",M,endemic ,"Longhead flathead (English), Crocodile flathead (English), Weed flathead (English) ",,52.10 cm TL male/unsexed ;65.50 cm TL female ,,"Off Adelaide, South Australia to Shark Bay, Western Australia (Ref. 7300). Museum: Rockingham, CSIRO C2365 (Ref. 29003). ",- 
Creediidae,Limnichthys fasciatus,"Waite, 1904",M,native ,"Barred sand burrower (English), Sand-diver (English), Striped sand-diver (English), Tommy fish (English), Tommyfish (English) ",,5.00 cm TL male/unsexed ,,,+ 
Liopropomatidae,Liopropoma mitratum,"Lubbock & Randall, 1978",M,native ,Headband perch (English) ,,9.00 cm TL male/unsexed ,,"Occurs in Great Barrier Reef (Ref. 37816); Rowley Shaols, Western Australia (Ref. 90102). Museum: Rowley Shoals, WAM P28026-023. Coral Sea, Bougainville Reef, BPBM 31788 (Ref. 37816). Also Ref. 6180. ",+ 
Liopropomatidae,Liopropoma multilineatum,"Randall & Taylor, 1988",M,native ,"Yellow reef basslet (English), Manyline perch (English) ",,8.00 cm TL male/unsexed ,,"Museum: Western Australia, Rowley Shoals, Clerke Reef, WAM P28024-007. Coral Sea, Osprey Reef, AMS I.25107-014 (Ref. 1602). Also Ref. 6180, 37816, 90102. ",+ 
Liopropomatidae,Liopropoma susumi,"(Jordan & Seale, 1906)",M,native ,"Pinstripe reef basslet (English), Meteor perch (English), Pinstriped reef basslet (English), Striped basslet (English) ",,9.10 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Great Barrier Reef, Yonge Reef, AMS I.19454-044, I.19455-042, I.19456-043, I.19472-029. One Tree Is., AMS I.15681-032, I.15685-034 (Ref. 1602); also known from Queensland and offshore reefs of northwest (Ref. 90102). Also Ref. 6180, 7300, 33390. ",+ 
Histiophrynidae,Lophiocharon trisignatus,"(Richardson, 1844)",M,native ,"Spot-tail anglerfish (English), Rough angler fish (English), Threespot frogfish (English) ",,14.70 cm SL male/unsexed ,,"Museum: CSIRO CA2313. Known from Shark Bay, W.A. to Thursday Is., Qld. (Ref. 7300). Also Ref. 6773, 5978. ",+ 
Gobiidae,Lotilia klausewitzi,"Shibukawa, Suzuki & Senou, 2012",M,native ,"Graceful shrimpgoby (English), Whitecap shrimpgoby (English) ",,2.71 cm SL male/unsexed ,,"Reported from the Great Barrier reef, Queensland (Ref. 90832); from Western Australia (NW coast); Clerke Reef, WA and Yonge Reef, QLD (Ref. 075154). Also Ref. 48497. ",+ 
Pseudochromidae,Lubbockichthys multisquamatus,"(Allen, 1987)",M,native ,"Finescale dottyback (English), Fine-scaled dottyback (English), Pink dottyback (English) ",,7.50 cm TL male/unsexed ,,"Type locality, GBR (Ref. 48635). Known from Rowley Shoals, Western Australia and from Raine Is. to Escape Reef, Queensland (Ref. 7300). Also Ref. 2334, 90102. ",+ 
Gobiidae,Luposicya lupus,"Smith, 1959",M,native ,"Cup-sponge goby (English), Dog-snout spongegoby (English) ",,3.50 cm SL male/unsexed ,,"Known from Western Australia (Ref. 49596). Also from QLD (Great Barrier Reef); Lizard Island to One Tree Island, QLD (Ref. 075154). ",+ 
Lutjanidae,Lutjanus adetii,"(Castelnau, 1873)",M,native ,"Hussar (English), Yellow-band snapper (English), Yellow-banded hussar (English), Yellow-banded sea perch (English), Hussar (English) ",,50.00 cm TL male/unsexed ,,Reported from Queensland (Ref. 78751) and Lord Howe Island (Ref. 75154). Also Ref. 55. ,+ 
Lutjanidae,Lutjanus argentimaculatus,"(Forsskål, 1775)","Br, M, Fi, Lf",native ,"Mangrove jack (English), Creek red bream (English), Dog bream (English), Mangrove red snapper (English), Purple sea perch (English), Red bass (English), Red bream (English), Red perch (English), Red reef bream (English), River Roman (English), Rock barramundi (English), Mangrove jack (English) ",,150 cm TL male/unsexed ,,"Ranges from North West Cape to Darwin (Ref. 5978); also from the Torres Strait Islands (Ref. 13465). Known from Mulgrave and South Johnstone rivers, Wet Tropics, Northern Queensland (Ref. 40054). Recorded between Ningaloo reef (Western Australia) and Sydney (New South Wales) (Ref. 44894). Museum: LPPL JIF52 (TGT2299). Also Ref. 55. ",+ 
Lutjanidae,Lutjanus biguttatus,"(Valenciennes, 1830)",M,native ,"Twospot snapper (English), Two-spot banded seaperch (English), Twospot banded snapper (English) ",,25.00 cm TL male/unsexed ,,Known from Great Barrier Reef (Ref. 37816). Also Ref. 55. ,+ 
Lutjanidae,Lutjanus bitaeniatus,"(Valenciennes, 1830)",M,native ,"Indonesian snapper (English), Indonesian seaperch (English), White-tipped sea-perch (English) ",,30.00 cm TL male/unsexed ,,"Museum: BMNH 1984.1.1.72, from North West Cape to Darwin (Ref. 5978). Also Ref. 55. ",+ 
Lutjanidae,Lutjanus bohar,"(Fabricius, 1775)","M, Lf",native ,"Red bass (English), Bohar snapper (English), Kelp bream (English), Kelp sea perch (English), Twospot red snapper (English), Red bass (English) ",,90.00 cm TL male/unsexed ,24.8 FL ,"Museum: LPPL JIF53 (TGT2298). From North West Cape to Darwin (Ref. 5978). Reported from Lord Howe Island (Ref. 75154) and off Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 55, 9987. ",+ 
Lutjanidae,Lutjanus boutton,"(Lacepède, 1802)",M,native ,,,35.00 cm TL male/unsexed ,,Occurs in northwestern Australia (Ref. 55). ,+ 
Lutjanidae,Lutjanus carponotatus,"(Richardson, 1842)","M, Fi",native ,"Stripey snapper (English), Dusky-striped sea-perch (English), Gold-banded sea perch (English), Gold-stripe sea-perch (English), Spanich flag snapper (English), Spanish flag (English), Striped seaperch (English), Stripey (English), Stripey sea perch (English), Stripey snapper (English) ",,40.00 cm TL male/unsexed ,18.2 FL ,"Type locality (Ref. 48635). Including the Torres Strait Islands (Ref. 13465). Recorded from Shark Bay (Ref. 115274). Museum: WAM P.26252-003, from North West Cape to Darwin (Ref. 5978). Also Ref. 55, 38544, 115321. ",+ 
Lutjanidae,Lutjanus decussatus,"(Cuvier, 1828)",M,native ,"Checkered snapper (English), Checkered seaperch (English) ",,35.00 cm TL male/unsexed ,,Occurs in Rowley Shoals (Ref. 37816). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 55. ,+ 
Lutjanidae,Lutjanus ehrenbergii,"(Peters, 1869)",M,native ,"Ehrenberg's snapper (English), Black-spot snapper (English), Ehrenberg's seaperch (English) ",,35.00 cm TL male/unsexed ,,Known from Great Barrier Reef (Ref. 37816). Also Ref. 55. ,+ 
Lutjanidae,Lutjanus erythropterus,"Bloch, 1790","M, Fi, Rstr, Sp",native ,"Crimson snapper (English), Black (English), Crimson seaperch (English), High brow sea perch (English), Longman's sea perch (English), Red bream (English), Red jew (English), Red snapper (English), Redfish (English), Saddle-tailed perch (English), Saddle-tailed sea-perch (English), Scarlet snapper (English), Small-mouth sea-perch (English), Small-mouthed nannygai (English), Crimson snapper (English) ",common (usually seen) ,81.60 cm FL male/unsexed ,50.2 FL ,"Red snapper inhabit Australian waters between Shark Bay and Brisbane (Ref. 6390). Stock structure: It is believed that there is probably a unit stock for red snapper species in northern Australian waters (Ref. 6390). More studies are needed to verify this. Commercial fishery: In Western Australia and the Northern Territory, red snapper are caught by demersal and semi-pelagic otter trawls, traps, droplines, and deepwaters handlines (Western Australia). In Queensland, they are also longlined. The fisheries operate all year. Red snapper are more commonly caught by trawling in northern waters. Sea perch (mainly 'redfish') were a dominant group of fishes in Thai and Taiwanese trawler catches in the Arafura Sea and Timor Sea, comprising up to 30% of the total catch; and between 1985 and 1987 on the North West Shelf, sea perch were the third most important fish group taken by demersal foreign trawling. The highest catches of 'redfish' per unit of effort by the foreign fleets in the period 1980-90 were achieved in the Arafura Sea and retained catches of 'redfish' per unit of effort by Taiwanese (and some Thai) trawlers of 100-150 kg/hour were common in the Timor Sea and higher in the Arafura Sea. The 'redfish' catch was dominated by saddle-tail snapper (70% by weight) and red snapper (24% by weight). Catches in the Timor Sea had a large component of red snapper (up to 670 t per year),and this species was also a major component of the Arafura catch (up to 3370 t per year) (Ref. 27275), where saddle-tail snapper is the dominant species taken. Red snapper are an incidental catch by the domestic Northern Fish Trawl Fishery which as of 1993, operated in depths of 30-70 m offshore from prawn grounds in the Arafura Sea only, with vessels based at Gove and Karumba. Juvenile red snapper are also a bycatch of the Northern Prawn Fishery. 'Redfish' on the Great Barrier Reef are targeted primarily at night. Handlines, large, deck-mounted, hand-operated reels and bottom set longlines are used, and baits include squid, oily fish and lower quality reef fish (Ref. 27262). There was an increase as of 1993, in the red snapper catch in Queensland. Red snapper are also targeted in the Western Australian Trap and Line Fishery, though not in very large quantities. Sea perch as a whole are marketed either gilled and gutted, whole or as fillets, as fresh chilled or frozen product. Northern Territory and Queensland sea perch are marketed locally (eg in Darwin, and on the Reef island and tourist resorts) and in Brisbane, Sydney and Melbourne. Recreational fishery: In Western Australia, the recreational fishery extends from the Houtman Abrolhos to Broome. Recreational fishing on the Great Barrier Reef is carried out by small vessels (from 3 m long) working inshore reefs and larger charter vessels working the more remote outer reefs. Recreational landings of 'redfish' on the Great Barrier Reef are about the same as the commercial catch from the Reef. The record size for sea perch in Australian waters is 17.6 kg, from Western Australia (Australian Anglers Association records). Resource status: Lutjanids comprised 20-30% of the fish biomass in the mid-shelf area of the North West Shelf (115°30' and 118°30' E) during the 1960s and early 1970s (Ref. 28006). By 1983 however, they comprised less than 10% of the biomass following a period of intensive fishing by Taiwanese trawlers (Ref. 28006). In 1990, Queensland fishers considered that the 'redfish' and emperor resources in the Reef Line Fishery were in decline (Ref. 27262). Generally, the decline was concentrated very close to the coast, away from major commercial fishing activity on the Great Barrier Reef coral reefs - except possibly for Cairns (Ref. 27260). The catch rates and the size of reef fish caught by the offshore charter boat fleet on the Reef since 1963 until 1992 have remained fairly stable (Ref. 27260). Museum: LPPL JIF68 (TGT2258). From North West Cape to Darwin (Ref. 5978). ",+ 
